,order_id,customer_id,date,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,latest_customer_review,is_happy_customer,distance_to_nearest_warehouse,nearest_warehouse
18,ORD224596,ID0030942260,2019-07-20,"[('Candle Inferno', 2), ('iStream', 1), ('Alcon 10', 1)]",9960.0,64.29,-37.8078249,144.94788490000005,15,8530.29,Winter,False,"great value i enjoy my pixel 2 xl so much that decided to buy this refurbished one for my son to save money. very good condition. performance is so far so good, no complaints. battery is always good at the beginning, will check down the road and compare to my non-refurbished. overall great value.",True,0.5444489797642877,Thompson
19,ORD441790,ID0591435914,2019-01-21,"[('Alcon 10', 2), ('Universe Note', 1)]",21350.0,68.01,-37.818737799999994,144.9670613,0,21418.01,Summer,False,great! nice phone!,True,0.2195094189011092,Nickolson
20,ORD444424,ID1545387608,2019-02-05,"[('Candle Inferno', 2), ('iAssist Line', 2), ('iStream', 2), ('Olivia x460', 2)]",8060.0,85.69,-37.8014355,144.9567518,25,6130.69,Summer,True,"the cell phone came with no charger, no headphones ... the cell phone came with no charger, no headphones. only my cell phone came. i hope to solve this.",False,1.5133083657781814,Thompson
21,ORD473287,ID0578120589,2019-10-16,"[('iStream', 2), ('Candle Inferno', 1), ('Thunder line', 1), ('Alcon 10', 1)]",11860.0,,-37.8249835,144.94451999999995,15,10162.09,Spring,False,five stars i've been using it for one month already and great so far,True,1.3885563080722103,Thompson
22,ORD464747,ID0443297188,2019-10-31,"[('Candle Inferno', 2), ('Thunder line', 1)]",3040.0,,-37.8164844,145.00500300000004,5,2953.49,Spring,False,doesn't use pear music.  it is worthless to me without it.  sound quality on it is also poor.,False,1.1225069842966267,Bakers
23,ORD161363,ID2296723119,2019-05-20,"[('Alcon 10', 2), ('Candle Inferno', 2)]",18760.0,83.46,-37.823017,144.9847466,10,16967.46,Autumn,True,it is a great wireless device it is a great wireless device. it is a verizon phone but the unlocked version works well on at & t.,True,1.423980313079559,Nickolson
24,ORD227534,ID3240572181,2019-01-16,"[('Thunder line', 1), ('Olivia x460', 2)]",4630.0,64.57,-37.80582929999999,144.9308676,15,4000.07,Summer,False,terrible it won’t even charge from the port anymore do not buy this phone. it has so many problems like it won’t charge and the battery life is terrible. just buy it from pear itself because it will be new.,False,1.615737312487222,Thompson
25,ORD031472,ID3967630103,2019-01-13,"[('Olivia x460', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",8040.0,,-37.8188545,144.95265369999996,5,7731.09,Summer,True,great phone olivia what else,True,0.8453760219466346,Thompson
26,ORD349693,ID5640714714,2019-01-23,"[('Candle Inferno', 2), ('iStream', 1), ('Alcon 10', 1), ('Olivia x460', 1)]",11185.0,99.84,-37.80031500000001,144.9500191,0,11284.84,Summer,True,five stars very good all,True,1.3999347962214959,Thompson
27,ORD053853,ID3945799004,2019-02-03,"[('Alcon 10', 2), ('iStream', 2), ('Lucent 330S', 1), ('Toshika 750', 2)]",28070.0,58.67,-37.8149016,144.9607464,5,26725.17,Summer,False,"false advertisement does not specify that this is a refurbished model or that it runs on only t-mobile. could not use it with my verizon and as a result, was a total waste of money. the phone was no good to me and also came with parts and pieces that were not explained what they were or how to use them.",False,0.876646621004589,Nickolson
28,ORD430462,ID1463547093,2019-12-30,"[('Lucent 330S', 2), ('Universe Note', 2)]",9360.0,97.17,-37.8185006,145.0026771,5,8989.17,Summer,True,too many ads love the phone.but so many ads. annoying and relentless .,True,1.1510441357711525,Bakers
29,ORD304593,ID0125386169,2019-02-08,"[('iAssist Line', 2), ('Alcon 10', 1), ('Olivia x460', 2), ('Universe Note', 2)]",22750.0,95.07,-37.805693299999994,144.94122,0,22845.07,Summer,True,five stars great phone. i have opened every note and this is the best one ever,True,0.9318265464128704,Thompson
30,ORD045504,ID6167417968,2019-02-05,"[('Universe Note', 2), ('Alcon 10', 2), ('iStream', 2), ('Toshika 750', 1)]",29420.0,93.86,-37.8120161,144.9703916,25,22158.86,Summer,True,"good price, better phone! i received it earlier than expected, which is really nice. the phone works perfectly and looks really nice. i love it! i had a xiaomi for almost 6 years and i know that their products are good and well made. i recommend xiaomi/redmi products!",True,0.7360654120855554,Nickolson
31,ORD343574,ID4520380527,2019-10-28,"[('iStream', 2), ('iAssist Line', 1), ('Thunder line', 1), ('Toshika 750', 1)]",9025.0,102.4,-37.8146754,144.9577519,15,7773.65,Spring,True,its a great price for a very good phone its a great price for a very good phone. i f you have not had a windows phone it may take a few days to get used to but once you do it functions really well.,True,0.9655545227238903,Thompson
32,ORD363817,ID0581727569,2019-11-23,"[('Toshika 750', 1), ('Universe Note', 2)]",11220.0,85.72,-37.805507,144.92597959999995,15,9622.72,Spring,False,i'm still proud of this deal! amazing second-hand product!!,True,2.0190136907706084,Thompson
33,ORD183982,ID0576845253,2019-08-09,"[('Lucent 330S', 2), ('iAssist Line', 2)]",6910.0,78.99,-37.8229212,144.98747969999997,0,6988.99,Winter,True,"great phone at a very nice price bought this phone for my daughter, and she's crazy about it. has a lot of features normally found on much more expensive phones, great battery life and very fast response. i totally recommend for people looking for great tech without paying stupid prices.",True,1.5921204463029235,Bakers
34,ORD273814,ID0202520397,2019-04-05,"[('iAssist Line', 1), ('iStream', 1), ('Olivia x460', 2), ('Lucent 330S', 1)]",6055.0,,-37.802525,144.9270871,25,4611.5,Autumn,False,awesome the best phone ever!!,True,2.089141509623869,Thompson
35,ORD392910,ID0596909543,2019-02-26,"[('iAssist Line', 2), ('Universe Note', 1), ('Olivia x460', 2)]",10350.0,59.62,-37.812314799999996,144.96264250000004,10,9374.62,Summer,False,empty box the package arrived and the inner olivia box had no phone in it. it had manuals and charger but no phone and no charge cord.,False,0.9261876044008046,Nickolson
36,ORD044891,ID0030287592,2019-03-22,"[('pearTV', 1), ('iAssist Line', 2)]",10760.0,62.6,-37.80497310000001,144.99203310000001,15,9208.6,Autumn,True,"does not work with verizon network i was sold this phone with the impression that it will work with verizon's network, but it does not. do not buy this phone if you want to use it on verizon. i'm not happy that i was tricked.",False,0.6259360791752512,Bakers
37,ORD423664,ID0846566052,2019-06-09,"[('Lucent 330S', 1), ('Universe Note', 1), ('Alcon 10', 2), ('pearTV', 1)]",28890.0,48.67,-37.8234669,144.9675701,15,24605.17,Winter,False,"feel was tricked the caption told this product has 128gb memory. but when i receive it, 128gb means 64 gb internal and 64 gb in micro sd.",False,0.5696121333392883,Nickolson
38,ORD060990,ID0356125087,2019-06-23,"[('iStream', 2), ('Olivia x460', 1), ('Thunder line', 2)]",5885.0,,-37.8165761,144.98014730000003,15,5068.35,Winter,False,review it is a great product.,True,0.9585236663992117,Nickolson
39,ORD203637,ID0781114190,2019-03-18,"[('Alcon 10', 1), ('Toshika 750', 1)]",13270.0,66.26,-37.8031877,144.95030769999997,25,10018.76,Autumn,False,three stars easy to operate and down load,True,1.0936448908305998,Thompson
40,ORD193686,ID0049492954,2019-08-04,"[('Thunder line', 2), ('iStream', 1), ('Candle Inferno', 2)]",5370.0,60.65,-37.8196559,144.9686385,0,5430.65,Winter,False,"great addition to my iassist base. using it in my guest bedroom for music, clock and info.line speaker is not as strong as the base but it's a great value",True,0.14277711451366584,Nickolson
41,ORD449776,ID0778942527,2019-03-09,"[('iStream', 1), ('Olivia x460', 2), ('Thunder line', 1)]",4780.0,69.65,-37.815774299999994,145.0135759,25,3654.65,Autumn,False,five stars awesome phone,True,1.736709205602811,Bakers
42,ORD381524,ID0400753602,2019-01-07,"[('iStream', 1), ('Alcon 10', 2), ('Candle Inferno', 2), ('Toshika 750', 1)]",23230.0,96.23,-37.8093489,144.9369713,10,21003.23,Summer,True,"fantastic honestly, i am tremendously satisfied with my purchase! there’s not a single difference between this and a brand new alcon..10/10 would buy again",True,0.9620473884005417,Thompson
43,ORD407600,ID2239389706,2019-11-21,"[('Universe Note', 1), ('Candle Inferno', 2), ('iAssist Line', 1), ('Olivia x460', 2)]",8985.0,61.02,-37.815402399999996,144.9997664,0,9046.02,Spring,False,the phone is no working only has 1 mo the phone is no working,False,0.7219382645188598,Bakers
44,ORD090754,ID0547586916,2019-10-19,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('pearTV', 2), ('Thunder line', 2)]",19870.0,77.02,-37.8136133,144.98627380000005,25,14979.52,Spring,False,"as advertised arrived on time, as advertised. excellent.",True,0.8847531450640638,Bakers
45,ORD118270,ID3285633579,2019-03-23,"[('Toshika 750', 1), ('Alcon 10', 2), ('Universe Note', 2)]",29120.0,79.83,-37.8093789,144.9345269,0,29199.83,Autumn,True,value for the money very clean condition,True,1.1623640270316946,Thompson
46,ORD152973,ID3215191981,2019-02-27,"[('iAssist Line', 2), ('Thunder line', 1)]",6630.0,73.92,-37.8067936,144.9534191,15,5709.42,Summer,False,it works great - and the battery holds a good charge it works great - and the battery holds a good charge. not like two other phones we tried before this from verizon. those two sucked.,True,0.8603868183869016,Thompson
47,ORD401155,ID4655129029,2019-04-15,"[('Lucent 330S', 2), ('Toshika 750', 1)]",6780.0,62.57,-37.8088724,144.9486259,25,,Autumn,True,faulty internal battery faulty internal battery,False,0.44470041298584645,Thompson
48,ORD184792,ID3967630071,2019-02-12,"[('Toshika 750', 2), ('Thunder line', 1), ('Olivia x460', 2), ('Candle Inferno', 2)]",14130.0,70.14,-37.8176815,144.9513685,10,12787.14,Summer,False,"i've been lucky i was lucky. it was un unlocked device. no major scratches or defects anywhere detected. all features are functioning as expected only scratches seen are on the back, which proves rhe phone is used and sold as renewed",True,0.6736323339266529,Thompson
49,ORD091952,ID0589527613,2019-05-07,"[('Thunder line', 2), ('iStream', 1), ('Alcon 10', 2), ('Universe Note', 1)]",25860.0,67.35,-37.8209904,144.9552987,15,22048.35,Autumn,False,really satisfying i really like it,True,1.1751373549492765,Thompson
50,ORD229165,ID1449431437,2019-03-21,"[('Lucent 330S', 1), ('pearTV', 1), ('Candle Inferno', 2)]",8400.0,76.66,-37.8152811,144.9748412,25,6376.66,Autumn,True,"el mio salio bueno xd todo muy bien, el celular es original, viene con el s-pen original y con accesorios. lo unico que no venia son los audifonos.",True,0.5937175707496216,Nickolson
51,ORD315641,ID0746912549,2019-02-08,"[('Toshika 750', 2), ('Candle Inferno', 1), ('iAssist Line', 1)]",11295.0,65.7,-37.82516500000001,144.9827752,10,10231.2,Summer,False,two stars the seller sent me two phones that both didn't work.,False,1.3736968450136313,Nickolson
52,ORD278943,ID6143862342,2019-01-29,"[('Thunder line', 2), ('Candle Inferno', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",11560.0,75.1,-37.8031089,145.00345359999997,5,11057.1,Summer,False,good phone great phone for the price,True,1.05386461734465,Bakers
53,ORD422919,ID4260590673,2019-07-15,"[('iAssist Line', 2), ('Lucent 330S', 1), ('iStream', 2), ('pearTV', 2)]",18600.0,54.31,-37.7989908,144.9542247,15,15864.31,Winter,False,couldn't use the phone and i'm not satisfied hello wasn't able to use my phone and will not get service and not happy with the product so i'm sending it back thank you very much,False,1.6479927961423597,Thompson
54,ORD232414,ID1449266728,2019-03-09,"[('pearTV', 2), ('Candle Inferno', 2)]",13480.0,80.03,-37.8165247,144.9870502,5,12886.03,Autumn,True,great phone! fast as lightning. the display is sharp an clear. doesn't heat up. i really like it.,True,1.0226789681544635,Bakers
55,ORD003959,ID6167344505,2019-05-18,"[('Alcon 10', 1), ('pearTV', 1), ('iStream', 1)]",15410.0,79.99,-37.8070359,144.9660046,0,15489.99,Autumn,True,five stars i love the phone thinking about buying a couple of more,True,1.3239830694610268,Nickolson
56,ORD040517,ID2296606724,2019-09-23,"[('Thunder line', 1), ('pearTV', 2)]",14800.0,111.18,-37.814700099999996,145.01365969999995,5,14171.18,Spring,True,definitely worth the money phone came faster then promised. the phone it self is surprisingly very good.. i bought it as a gift and after playing with it for a couple of days i like as much as my alcon 8 🤦‍♂️😂,True,1.70308563803386,Bakers
57,ORD093389,ID0371967118,2019-10-08,"[('Lucent 330S', 1), ('iStream', 1)]",1380.0,80.03,-37.8070217,144.9692309,5,1391.03,Spring,False,great product works for tv and my headphones,True,1.2886137061676455,Nickolson
58,ORD280128,ID4716795789,2019-09-29,"[('iAssist Line', 1), ('Alcon 10', 1), ('Universe Note', 2), ('Thunder line', 1)]",20255.0,102.3,-37.81743710000001,144.95264419999995,25,15293.55,Spring,True,fast performance and long lasting battery so efficient and performance is awesome.the battery can last fo at least more than two days with hard surfing.it charges fully in one hour.am impressed with this product,True,0.7222236880572972,Thompson
59,ORD022667,ID0247007096,2019-01-25,"[('Candle Inferno', 1), ('Lucent 330S', 1)]",1660.0,75.35,-37.8096131,144.9675642,25,1320.35,Summer,False,good for a 14 year old so far so good,True,1.0149904474355522,Nickolson
60,ORD174814,ID4740822046,2019-07-19,"[('Olivia x460', 1), ('Lucent 330S', 1), ('iStream', 1), ('iAssist Line', 2)]",7055.0,78.53,-37.8039516,144.94984219999995,15,6075.28,Winter,True,perfect i love this phone.. it’s so neat. i’m so amazed,True,1.0010321829786222,Thompson
61,ORD062381,ID4655129064,2019-10-06,"[('iStream', 1), ('Universe Note', 1), ('Lucent 330S', 1)]",4830.0,97.61,-37.8092956,144.9476067,15,4203.11,Spring,True,great phone awesome phone!,True,0.37894777948402447,Thompson
62,ORD344042,ID2207661118,2019-09-17,"[('Candle Inferno', 1), ('Alcon 10', 2), ('pearTV', 1)]",24640.0,,-37.7997369,144.94606330000005,25,18563.39,Spring,False,"perfect delivered quickly, had no issues activating, and great condition. pretty sweet deal for the price.",True,1.4427448040289457,Thompson
63,ORD127450,ID4746122983,2019-11-14,"[('Alcon 10', 2), ('Thunder line', 2), ('pearTV', 2)]",34880.0,76.37,-37.8124011,144.97360780000002,15,29724.37,Spring,False,great phone for a great value grandmother able to work features on phone upgraded and she is loving it.,True,0.7763146375769515,Nickolson
64,ORD106437,ID6167357824,2019-01-26,"[('Lucent 330S', 2), ('iAssist Line', 2), ('pearTV', 2), ('Toshika 750', 2)]",28170.0,95.31,-37.8079266,144.9712996,0,28265.31,Summer,True,four stars good condition just didn't have sd or sim card,True,1.1974898978403277,Nickolson
65,ORD056382,ID1899262808,2019-11-21,"[('Candle Inferno', 1), ('Universe Note', 2), ('pearTV', 2), ('iStream', 1)]",20100.0,84.23,-37.8036883,144.9632345,5,19179.23,Spring,False,great this phone works perfectly even though it was used ... worth taking the chance of buying it over the internet .. it is fast and has a lot of features easy to use,True,1.7382949844379383,Thompson
66,ORD215231,ID6206959531,2019-07-09,"[('Thunder line', 2), ('pearTV', 2), ('iAssist Line', 2), ('Alcon 10', 2)]",39330.0,81.47,-37.8223201,144.93406930000003,0,39411.47,Winter,True,"super happy with product and seller the price is reasonable, shipping great, product awesome!! this is the second alcon 7 i’ve bought from this seller and i’m so happy with both!!! will be back when i’m ready to upgrade for sure!",True,1.5684278867139194,Thompson
67,ORD198799,ID0283334296,2019-11-24,"[('Universe Note', 1), ('Olivia x460', 1)]",4675.0,91.89,-37.799141799999994,144.95225530000005,0,4766.89,Spring,True,two stars sometimes blacks out,False,1.5738293064955189,Thompson
68,ORD076461,ID0746912559,2019-10-23,"[('pearTV', 1), ('Toshika 750', 1), ('Universe Note', 2), ('Lucent 330S', 1)]",18760.0,66.89,-37.8247646,144.98281530000003,10,16950.89,Spring,False,i returnef this item because it does not speak spanish,False,1.3535342628031382,Nickolson
69,ORD133100,ID1132014788,2019-12-03,"[('iAssist Line', 1), ('iStream', 1), ('Universe Note', 1), ('Toshika 750', 1)]",10145.0,91.42,-37.8170901,144.945844,10,9221.92,Summer,True,love it an amazing phone for such a grest price,True,0.5033377525743327,Thompson
70,ORD385644,ID0595588199,2019-07-16,"[('Toshika 750', 1), ('Thunder line', 1), ('pearTV', 1), ('Candle Inferno', 1)]",13240.0,81.19,-37.8035819,144.98226780000005,5,12659.19,Winter,True,"what a great little gadget for the house. you ask and it delivers, period. well done!",True,1.345310450256157,Bakers
71,ORD330524,ID0282825808,2019-05-22,"[('Olivia x460', 2), ('Alcon 10', 2), ('Candle Inferno', 1)]",20780.0,66.74,-37.801020799999996,144.9504061,15,17729.74,Autumn,False,amazing conforme,True,1.329903513342928,Thompson
72,ORD297991,ID4260094034,2019-11-10,"[('Olivia x460', 2), ('iStream', 2), ('Candle Inferno', 1)]",3180.0,,-37.822562,144.9582048,10,2965.53,Spring,True,... my third olivia convoy 3 and it is the best yet. i use my phone in harsh conditions ... this is my third olivia convoy andthe covoy is the best yet. i use my phone in harsh conditions and i replaced my alcon with olivia convoy 3 and for me it is superior.,True,1.0910673256756598,Nickolson
73,ORD454955,ID3293340268,2019-03-03,"[('Toshika 750', 2), ('Alcon 10', 2), ('iAssist Line', 2)]",30990.0,66.13,-37.8254211,144.98099430000005,10,27957.13,Autumn,False,"i like lucentrola droid turbo as an android option the phone back cover was flimsy where you can tell that it was previously open for repair. besides that, i like lucentrola droid turbo as an android option; it's fast, reliable and highly featured in comparison to other phones at the same level.",True,1.260905523404913,Nickolson
74,ORD383440,ID0529158786,2019-02-27,"[('Universe Note', 1), ('Olivia x460', 1), ('iAssist Line', 2)]",9125.0,80.89,-37.82403720000001,144.9354597,0,9205.89,Summer,False,quality phone for the price. i loved the price of the phone and disliked the few bugs it has. overall it's a great phone for the money.,True,1.6255492448316962,Thompson
75,ORD094662,ID3146808079,2019-08-23,"[('pearTV', 1), ('Universe Note', 1), ('Olivia x460', 1)]",10985.0,76.68,-37.8120434,144.9880858,10,9963.18,Winter,True,love iassist these are the best thing i have ever bought don't know how i ever lived with out these things amazing so happy with this product just wish it would use google to,True,0.6685153020957559,Bakers
76,ORD057738,ID0125386161,2019-10-14,"[('Toshika 750', 2), ('Candle Inferno', 1), ('Olivia x460', 1)]",10295.0,62.9,-37.805141299999995,144.94108319999995,0,10357.9,Spring,False,vino con la pantalla rallada y todo el rededor de la carcasa estaba como el metal ahuecado parecía como usado y decía que era nuevo,False,0.9899935452119112,Thompson
77,ORD301610,ID5957906940,2019-01-23,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Universe Note', 1), ('Toshika 750', 1)]",11225.0,90.84,-37.8000597,144.9746291,25,8509.59,Summer,True,suspected lcd problem with universe s9. quite attracted to the product first hand. quite suddenly the lcd screen went off and stayed off within the first three hours during the setup. i'm quite disappointed.,False,2.1110762611496146,Nickolson
78,ORD218063,ID5864704370,2019-05-17,"[('iAssist Line', 2), ('Alcon 10', 2), ('Lucent 330S', 2), ('Toshika 750', 2)]",33450.0,79.57,-37.8023809,144.9918315,10,30184.57,Autumn,True,great phone looks amazing just the camera still isn't the ... great phone looks amazing just the camera still isn't the very best i thought you can see everything clear that's obviously a lie because i can't,True,0.8989130589387321,Bakers
79,ORD315085,ID4735688218,2019-04-03,"[('Thunder line', 2), ('iAssist Line', 2), ('Lucent 330S', 1), ('Alcon 10', 1)]",18990.0,52.54,-37.8038797,144.9493368,5,18093.04,Autumn,False,waste of money it broke a week after we got it,False,0.9989812601831803,Thompson
80,ORD342076,ID0588197075,2019-10-30,"[('pearTV', 1), ('iAssist Line', 2), ('Candle Inferno', 1), ('Lucent 330S', 2)]",13650.0,99.35,-37.812145799999996,144.9739079,10,12384.35,Spring,True,five stars the phone was great and the seller did a good job,True,0.8137495024001191,Nickolson
81,ORD019655,ID1847879573,2019-06-01,"[('iStream', 1), ('Universe Note', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",10370.0,70.27,-37.8129185,145.0131232,25,7847.77,Winter,False,"good i liked the phone, no scratch, no nothing but i ordered a 64gb and they sent a 32gb one",True,1.6067039037263589,Bakers
82,ORD081117,ID5002594982,2019-03-24,"[('Candle Inferno', 2), ('Lucent 330S', 1), ('Alcon 10', 2)]",19990.0,76.35,-37.8120929,144.95131469999995,25,15068.85,Autumn,True,great phone it’s light. easy to use. speaker sometimes not so clear.,True,0.3789350273882183,Thompson
83,ORD408550,ID2090732595,2019-06-16,"[('Olivia x460', 2), ('pearTV', 1), ('Alcon 10', 2)]",26660.0,82.51,-37.8042277,144.9817977,25,20077.51,Winter,True,"excellent purchase!! excellent phone, great features for a very good price!!!",True,1.3447491484889729,Bakers
84,ORD026310,ID4061053471,2019-07-13,"[('Universe Note', 1), ('Alcon 10', 1)]",12400.0,73.43,-37.8099653,144.9953976,5,11853.43,Winter,True,"so glad i got this! awesome screen! decent photos - not professional-quality, but much better than the cheap phones i've had before. and the capacity to edit the photos is really great as well. fast! superb battery life. pretty good fingerprint sensor. very satisfied.",True,0.014961966092171462,Bakers
85,ORD475749,ID0242400158,2019-07-21,"[('iStream', 1), ('Candle Inferno', 1), ('Alcon 10', 1)]",9530.0,73.53,-37.823838,144.9266665,0,9603.53,Winter,False,work excellent great products,True,2.1825329599004704,Thompson
86,ORD447268,ID2318307717,2019-03-21,"[('Toshika 750', 1), ('iAssist Line', 1)]",6545.0,81.37,-37.8109307,144.9767106,15,5644.62,Autumn,True,five stars great!,True,1.0603357973470842,Nickolson
87,ORD049006,ID4520380473,2019-10-22,"[('iAssist Line', 1), ('Candle Inferno', 1), ('iStream', 1), ('Toshika 750', 1)]",7125.0,100.38,-37.8209342,144.9613737,10,6512.88,Spring,True,"a viable substitute for the more expensive i pad especially for kids wanting a tablet. you can download books, games, email and access the internet. parental controls are easily enabled.",True,0.7647602805884693,Nickolson
88,ORD024519,ID0846591691,2019-12-04,"[('Thunder line', 1), ('iStream', 1), ('Universe Note', 2), ('Toshika 750', 1)]",13550.0,88.36,-37.8220125,144.96947649999996,0,13638.36,Summer,True,phone good,True,0.3804825895443124,Nickolson
89,ORD492345,ID2208129675,2019-05-04,"[('Universe Note', 2), ('iAssist Line', 1)]",9125.0,81.37,-37.8038121,144.9580121,5,8750.12,Autumn,True,sad. but happy it did not come with the correct charging cord so i had to get a cord. it holds a charge much better now.,True,1.378130764736729,Thompson
90,ORD304376,ID4442505490,2019-08-03,"[('iAssist Line', 2), ('Universe Note', 1), ('Candle Inferno', 1), ('Lucent 330S', 1)]",9560.0,65.37,-37.8259745,144.95259919999995,10,8669.37,Winter,True,"i had to return it. poor quality product. now that i've seen what this is, i wouldn't buy this even if it were 50$. useless product. awful quality.",False,1.5584779251660175,Thompson
