order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD418998,ID0250933577,2019-06-20,Bakers,"[('iAssist Line', 1), ('Thunder line', 2)]",6585,34.685,-37.8229927,145.0065988,0,6654.37,Winter,False,1.7585,lightning so fast! i love this phone!,True
ORD005942,ID1725216373,2019-04-14,Nickolson,"[('pearTV', 1), ('Toshika 750', 2)]",14950,54.15,-37.8018898,144.9652971,25,11266.65,Autumn,False,1.8968,two stars screen has a crack,False
ORD053007,ID2241718058,2019-01-26,Bakers,"[('Toshika 750', 1), ('Universe Note', 2), ('Candle Inferno', 1), ('iAssist Line', 2)]",16100,101.09,-37.8117262,145.01267099999995,10,14591.09,Summer,True,1.5457,four stars inexpensive - works fine - often just leave it in the car,True
ORD206686,ID5668043852,2019-06-22,Bakers,"[('iAssist Line', 1), ('Universe Note', 2), ('Alcon 10', 1)]",18075,83.24,-37.8024092,145.0158325,5,17254.49,Winter,True,1.999,2018 love the phone in 2018.,True
ORD326250,ID5080636820,2019-10-28,Nickolson,"[('iAssist Line', 1), ('iStream', 1)]",2375,82.26,-37.8070375,144.9764039,25,1863.51,Spring,False,1.4207,the truth this phone is the truth.,True
ORD211137,ID6167289312,2019-06-01,Nickolson,"[('Alcon 10', 1), ('iStream', 2)]",9250,66.85,-37.8082448,144.96889199999995,0,9316.85,Winter,False,1.1536,gold phones are cheaper because nobody cool wants them battery seems to drain kinda fast but should last a full work shift without recgarging,True
ORD131004,ID6202471440,2019-10-29,Nickolson,"[('Thunder line', 1), ('iAssist Line', 2)]",6630,51.835,-37.8229455,144.9811356,0,6733.67,Spring,True,1.1279,i love it. the best i have ever owned,True
ORD093974,ID0471441550,2019-05-15,Nickolson,"[('iStream', 2), ('Universe Note', 1), ('pearTV', 1), ('Olivia x460', 2)]",12510,66.84,-37.8042068,144.9679829,15,10700.34,Autumn,False,1.6076,"wife loves it. got this as a gift for my wife to replace her older lg phone. great screen and picture quality. great call quality. no issues with being a ""latin america"" version. set up was easy and data transfer from the old phone worked great.",True
ORD020083,ID0312718930,2019-10-05,Thompson,"[('Olivia x460', 2), ('Thunder line', 2), ('Alcon 10', 2)]",24710,86.01,-37.801069,144.9638735,5,23560.51,Spring,False,1.9629,"highly recommend this for cost-performance ratio! really good quality for the price. it lags a bit at times, but $350 is nearly a third of the price of any other outlets i've seen.",True
ORD369975,ID3072718449,2019-07-23,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('Olivia x460', 2)]",22810,70.33,-37.82512970000001,144.9567189,0,22880.33,Winter,False,1.3425,straight talk compatible just buy sim just have to buy a sim for straighttalk. .99 cents at walmart. worth it!,True
ORD463568,ID0401416145,2019-11-22,Thompson,"[('pearTV', 2), ('Universe Note', 1)]",16070,78.19,-37.807841,144.938431,5,15344.69,Spring,False,0.9308,xlnt value can't complain for the money. an excellent value.,True
ORD332593,ID1458418025,2019-11-13,Bakers,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('Thunder line', 1)]",5070,109.4,-37.8196257,145.01002319999995,10,4672.4,Spring,True,1.6855,it's a downgrade of the s10 in specs. but has face recognition and fingerprint the product i great budget phone but the fingerprint sensor is ok not the greatest. the face recognition is solid overall. don't over think this phone much better then you think. better display then alcon 8 and xr.,True
ORD453704,ID0702363474,2019-06-22,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2), ('iStream', 2)]",9800,62.13,-37.8062167,144.9414976,10,8882.13,Winter,True,0.8698,"not pear it’s not a pear product, it’s a clone and at that price schould be pear product i’m. returning this",False
ORD394286,ID6197211479,2019-11-29,Thompson,"[('Thunder line', 2), ('Olivia x460', 1)]",5585,103.65,-37.8141155,144.93287619999995,15,4850.9,Spring,True,1.2584,four stars good price fast delivery,True
ORD078143,ID1847879585,2019-10-10,Bakers,"[('Candle Inferno', 1), ('pearTV', 2), ('Toshika 750', 1), ('iAssist Line', 2)]",21820,91.42,-37.8127402,145.0130446,0,21911.42,Spring,True,1.596,i didn't find it useful for my 4yr old daugter so i returned it the other day.all the games in it r so kiddy games.,False
ORD052378,ID0364861168,2019-05-30,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2), ('Olivia x460', 1), ('iStream', 2)]",12745,80.76,-37.8243635,144.9585022,25,9639.51,Autumn,True,1.1646,it is easily set to on bought it for my daughter. she loves it. only set back is it will turn on in her backpack and go off. it is easily set to on. she can't have that happening in school. keeps a charge for 2-3 days. very reliable.,True
ORD206748,ID0774518101,2019-10-21,Thompson,"[('Toshika 750', 2), ('Olivia x460', 1), ('Lucent 330S', 2), ('Thunder line', 2)]",16685,105.28,-37.8064308,144.95959230000003,5,15956.03,Spring,True,1.3023,five stars great product. came exactly as promised.,True
ORD119814,ID2188399786,2019-06-02,Nickolson,"[('Candle Inferno', 2), ('iAssist Line', 1), ('Olivia x460', 2), ('Universe Note', 2)]",12435,63.96,-37.8128209,144.9680257,25,9390.21,Winter,False,0.6566,great buy very happy with this alcon,True
ORD481230,ID0243097197,2019-10-09,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 1), ('Alcon 10', 1), ('pearTV', 1)]",18945,82.31,-37.82163970000001,144.9676845,0,19027.31,Spring,True,0.3766,bad experience very bad experience,False
ORD318863,ID6167236653,2019-07-26,Nickolson,"[('Alcon 10', 2), ('pearTV', 2), ('Toshika 750', 2), ('iAssist Line', 1)]",41385,77.31,-37.8121667,144.9622267,5,39393.06,Winter,True,0.9628,love my phone go for ir,True
ORD312115,ID0247020723,2019-05-08,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 2), ('Alcon 10', 2)]",27260,63.36,-37.8135345,144.9693589,25,20508.36,Autumn,False,0.5636,best deal perfect for the price.,True
ORD022970,ID0589742841,2019-11-13,Thompson,"[('Alcon 10', 2), ('Thunder line', 1)]",20080,77.52,-37.82093270000001,144.95481619999995,5,19153.52,Spring,False,1.1443,"great alternative to a new contract would like a stronger battery, but a good phone in great shape for the price",True
ORD028322,ID0577522376,2019-08-25,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('Candle Inferno', 2)]",4545,75.02,-37.8231165,144.97087019999995,0,4620.02,Winter,True,0.5165,this phone is perfect. happy with the phone. just what i wanted! 😊 its unlocked so it works in 🇯🇲,True
ORD237049,ID4716795830,2019-09-02,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Universe Note', 1), ('Toshika 750', 1)]",10425,78.16,-37.8190262,144.9529897,25,7896.91,Spring,False,0.8782,"crear phone for the price i'm super happy with this cellphone, i switched from alcon and i love it.",True
ORD211569,ID4754200373,2019-06-04,Thompson,"[('Olivia x460', 2), ('Alcon 10', 1), ('iStream', 2)]",11700,71.98,-37.8151534,144.9275173,10,10601.98,Winter,False,1.7414,awesome phone awesome just awesome !!!! i'm really enjoying the phone..,True
ORD084714,ID0311654900,2019-06-04,Bakers,"[('Candle Inferno', 1), ('Olivia x460', 2)]",2880,72.9,-37.8202452,145.01494419999997,10,2664.9,Winter,False,2.0752,"wonderful phone for the price the phone had two small scratches on the back, with a case you cannot see them, the screen and camera are perfect. i would buy from the seller again.",True
ORD439000,ID0579490624,2019-09-27,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 2)]",20360,99.56,-37.8170235,144.95152009999995,5,19441.56,Spring,True,0.6227,my 10 year old daughter loves it. battery great to,True
ORD050462,ID6167230992,2019-05-30,Thompson,"[('Alcon 10', 2), ('iAssist Line', 2)]",22350,78.93,-37.8185145,144.9540726,0,22428.93,Autumn,True,0.8956,this was a perfect gift for the holidays! i saw the reviews on this and immediately had to get it!,True
ORD103910,ID0588197122,2019-04-17,Nickolson,"[('Lucent 330S', 1), ('iStream', 2)]",1530,62.9,-37.8121326,144.9739582,15,1363.4,Autumn,True,0.8171,one star terrible quality. in 4 months the cellphone it's not charging anymore.,False
ORD242266,ID1521014622,2019-02-19,Bakers,"[('Universe Note', 2), ('Candle Inferno', 2)]",7760,74.65,-37.8013014,144.99387230000005,15,6670.65,Summer,False,0.9752,the people i purchased this for during christmas holiday loved it...,True
ORD445995,ID0575524485,2019-04-08,Nickolson,"[('pearTV', 1), ('Universe Note', 1), ('Thunder line', 2)]",14120,51.42,-37.8199344,144.98121369999996,10,12759.42,Autumn,False,1.0363,phone was defective. there needs to be better quality check on these phones. two phones we're purchase and one we're defective.,False
ORD111911,ID0384012724,2019-07-25,Bakers,"[('Candle Inferno', 2), ('Universe Note', 1), ('pearTV', 1), ('Alcon 10', 2)]",28520,64.49,-37.8012839,144.988679,0,28584.49,Winter,True,1.1281,not unlocked us phone this phone was supposed to be a us unlocked phone but when i got it it had verizon wireless specific service and when i wanted to switch it to another service it was not compatible.,False
ORD375602,ID0248266991,2019-04-16,Bakers,"[('Olivia x460', 2), ('pearTV', 2), ('Candle Inferno', 2), ('Thunder line', 2)]",20290,68.23,-37.82691320000001,144.9895501,10,18329.23,Autumn,False,1.9483,the phone works well. there is scratches as stated. excellent transportation. the phone works well. there is scratches as stated. excellent transportation.,True
ORD327023,ID0576874503,2019-04-23,Bakers,"[('Olivia x460', 1), ('iStream', 2)]",1525,68.18,-37.8235821,144.9879799,0,1593.18,Autumn,False,1.6413,nice product very good quality,True
ORD142049,ID0030942766,2019-10-14,Thompson,"[('Toshika 750', 1), ('iAssist Line', 1), ('Olivia x460', 1)]",7770,76.75,-37.8050836,144.9479156,25,5904.25,Spring,False,0.8481,great phone really like it...best bang for your buck right here,True
ORD237480,ID3121574833,2019-07-05,Bakers,"[('Candle Inferno', 2), ('Universe Note', 2)]",7760,65.14,-37.8042237,144.9968882,0,7825.14,Winter,False,0.6589,"great phone for your money! very awesome phone! this is considered midrange, very fast, crisp clear screen and plenty of nemory! love this phone!",True
ORD116060,ID6167344378,2019-01-02,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 2), ('iAssist Line', 2)]",26670,93.85,-37.8109273,144.9670828,10,24096.85,Summer,True,0.8807,"phone great, even in 2019 i really like this phone",True
ORD128044,ID0580183068,2019-05-14,Thompson,"[('pearTV', 1), ('Lucent 330S', 1)]",7540,70.76,-37.8000203,144.92842819999996,0,7610.76,Autumn,False,2.1614,great buy as described easy transfer from old phone,True
ORD455389,ID5922126216,2019-10-17,Nickolson,"[('Lucent 330S', 1), ('Candle Inferno', 1), ('Alcon 10', 2)]",19560,68.51,-37.81859160000001,144.9701407,10,17672.51,Spring,False,0.0519,what can i say!!! it's the perfect phone! and i have had many.,True
ORD224374,ID2288769511,2019-08-31,Bakers,"[('pearTV', 2), ('iAssist Line', 1)]",14845,63.8,-37.8012882,145.0036959,10,13424.3,Winter,True,1.2222,what a piece of junk - interenational phone is garbage - lucentrola wont support the phone because it is not a us based phone. what garbage --- be careful with purchases as this is not a simple fix. phone worked for 30 days but the last 30 days was very spotty with issues.,False
ORD499686,ID6197211482,2019-04-01,Thompson,"[('Toshika 750', 1), ('iAssist Line', 1), ('Olivia x460', 1)]",7770,65.98,-37.8142946,144.9328163,15,6670.48,Autumn,True,1.2663,"camera stopped working after 2 months! camera works infrequently after 2 months. have never had this issue before. it works after a restart, but only for a bit of time. others apparently have had the same issue - black screen, crashing, etc.",False
ORD128116,ID1594632498,2019-05-29,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 2), ('Candle Inferno', 1)]",7330,64.9,-37.8206783,144.9793054,25,5562.4,Autumn,False,0.8885,todo ok anda muy bien,True
ORD118843,ID0581764394,2019-11-06,Thompson,"[('Olivia x460', 2), ('pearTV', 1), ('Toshika 750', 1), ('Universe Note', 1)]",16530,107.55,-37.80477020000001,144.9324692,25,12505.05,Spring,True,1.5565,highly recommended great replacement phone.,True
ORD040924,ID0767752593,2019-10-15,Nickolson,"[('Universe Note', 1), ('Alcon 10', 2), ('Toshika 750', 1)]",25670,105.91,-37.8049263,144.969378,0,25775.91,Spring,True,1.5216,nice and affordable nice and affordable,True
ORD234199,ID3746852783,2019-02-23,Bakers,"[('Toshika 750', 1), ('Lucent 330S', 1), ('Olivia x460', 2)]",8000,79.68,-37.8003571,145.0012437,10,7279.68,Summer,False,1.1962,nice good,True
ORD236119,ID2624210238,2019-07-08,Thompson,"[('Alcon 10', 2), ('Thunder line', 2)]",22260,63.31,-37.8021264,144.9540597,0,22323.31,Winter,True,1.3253,worst phone i bought this phone and it said it was new and it was a used phone with persons contact and name. each time you try to set up your email on it the phone reboot itself and delete everything!!! i would not recommend this phone and if i could give it a zero i would!!!,False
ORD034312,ID0781006787,2019-02-13,Thompson,"[('iStream', 1), ('Olivia x460', 2), ('Universe Note', 1), ('iAssist Line', 2)]",10500,76.12,-37.8029968,144.9494294,0,10576.12,Summer,False,1.097,a great phone for the price i like everything about the phone. screen size is perfect for a note phone and battery life and space are amazing!!,True
ORD096121,ID0702378611,2019-06-20,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 1)]",18330,50.47,-37.8053574,144.94319950000005,25,13797.97,Winter,False,0.8826,"thousand dollar trash complete disappointment. gets alarmingly hot at inappropriate times, devours data uncontrollably, and they market it to be a bit more durable, but a 1.5 foot tumble onto carpet left mine cracked.",False
ORD423693,ID0635493548,2019-04-09,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 1), ('Olivia x460', 2)]",8000,49.29,-37.8140636,144.93969140000004,15,6849.29,Autumn,False,0.667,"don't buy from them! this phone is an international phone, it was not supposed to be. i am unable to register it for a warranty. tried calling, they never answer the phone. left messages, no return call yet! i will never buy from them again!",False
ORD291829,ID4716795533,2019-08-12,Thompson,"[('Olivia x460', 2), ('Toshika 750', 1), ('Thunder line', 2), ('iStream', 2)]",11430,64.16,-37.8187986,144.95336830000005,0,11494.16,Winter,False,0.8785,"great tablet, especially for the price. i bought this to replace an old inferno 7 tablet, that i had the battery going down. it works nicely and i love the candle freetime and the parental control settings.",True
ORD318652,ID1833877038,2019-12-03,Thompson,"[('Thunder line', 2), ('iStream', 1), ('pearTV', 1)]",10820,75.47,-37.8044515,144.9432776,0,10895.47,Summer,False,0.9741,regular monthly updated from google directly! 3yrs support!! u do get unlimited storage for the phone. in original quality btw. google photos will upload backup all vids and pics from the phone til 2021. ish. great phone 👍😀,True
ORD088183,ID0781082264,2019-09-28,Bakers,"[('Universe Note', 1), ('Alcon 10', 1), ('Toshika 750', 1)]",16720,88.96,-37.8231854,145.01397930000005,10,15136.96,Spring,False,2.2076,great phone! my wife loves the phone. it was a very nice upgrade from s7 phone. the refurbished phone purchase decision worked out just fine. she is happy with it. recommend such purchases with factory warranty.,True
ORD451425,ID2183290188,2019-08-01,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 1)]",1655,53.87,-37.8075089,144.962853,5,1626.12,Winter,False,1.3674,"buy elsewhere item arrived not unlocked like stated. 2 weeks in, maybe getting a refund.",False
ORD122983,ID0282858595,2019-12-14,Bakers,"[('iStream', 1), ('Universe Note', 2), ('Alcon 10', 2), ('Toshika 750', 2)]",33590,82.12,-37.7977508,145.01061059999995,0,33672.12,Summer,False,1.9203,"the battery is not perfect, but the phone is ok. the battery was only at 87% capacity, but otherwise this phone is pretty good.",True
ORD226214,ID1492150956,2019-12-31,Thompson,"[('Universe Note', 2), ('pearTV', 1)]",13210,35.045,-37.8141362,144.9519654,5,12619.59,Summer,False,0.4604,arrived quickly this phone is awesome. great pics! hope it lasts a long time! only had it for a month but satisfied with the quality.,True
ORD052882,ID6206995797,2019-10-22,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 1), ('Lucent 330S', 1), ('Alcon 10', 1)]",16950,106.065,-37.7993417,144.96712019999995,15,14478.21,Spring,False,2.1539,one star its a bad experiencie because i lost almost $120,False
ORD385065,ID0589481822,2019-07-15,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Universe Note', 2), ('Candle Inferno', 1)]",10785,68.64,-37.8205244,144.95753390000004,10,9775.14,Winter,False,1.0783,works great!,True
ORD498219,ID2266562036,2019-01-01,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('Alcon 10', 2), ('iAssist Line', 2)]",27895,74.47,-37.8119404,144.956533,25,20995.72,Summer,False,0.8363,five stars i like it,True
ORD300633,ID1668523241,2019-04-03,Nickolson,"[('Lucent 330S', 1), ('Alcon 10', 1), ('iStream', 2), ('iAssist Line', 2)]",14930,64.65,-37.820351,144.9640389,5,14248.15,Autumn,True,0.5226,unable to connect to lte sadly the phone was defective and unable to connect to a lte network (would cycle on and off). i tried t-mobile and google fi and neither would work. after speaking with google support as well as t-mobile it was suggested that the phone was defective.,False
ORD239132,ID0641022895,2019-02-21,Thompson,"[('pearTV', 2), ('Universe Note', 2)]",19520,72.83,-37.8081148,144.94092869999997,5,18616.83,Summer,False,0.741,phone is like new product looks and works like new. very much recommend.,True
ORD218320,ID0641027023,2019-01-29,Thompson,"[('pearTV', 2), ('Olivia x460', 2), ('Lucent 330S', 2), ('iStream', 1)]",17680,94.56,-37.8092158,144.9372023,5,16890.56,Summer,True,0.9492,"like in the previous dual sim xperias this is not a real dual sim card phone plus sd storage. you need to choose, either 2 sim cards, or 1 sim card and sd card. i want and need all 3, like in the previous dual sim xperias. and there is no fingerprint option. therefore, just 3 stars.",True
ORD266605,ID2442297416,2019-11-10,Thompson,"[('Alcon 10', 1), ('Olivia x460', 1), ('iStream', 2)]",10475,85.0,-37.8174651,144.95200469999997,5,10036.25,Spring,True,0.6877,fingerprint is not working finger print is not working and their is no us warranty.,False
ORD174038,ID0746909343,2019-09-16,Bakers,"[('Alcon 10', 2), ('Lucent 330S', 2), ('Olivia x460', 2), ('iStream', 1)]",22960,113.75,-37.8205326,145.01450659999998,25,17333.75,Spring,True,2.0612,well worth it works perfect! like new,True
ORD279946,ID5642310405,2019-01-23,Nickolson,"[('Universe Note', 1), ('Thunder line', 1)]",5630,103.45,-37.803023,144.9679516,10,5170.45,Summer,True,1.7391,"great product. awesome, excellent. choice, i recommend this phone and the seller very fulfilled.",True
ORD478064,ID1985549820,2019-02-23,Nickolson,"[('Candle Inferno', 2), ('iStream', 1), ('Universe Note', 2), ('Lucent 330S', 2)]",10370,81.72,-37.8035818,144.9663715,25,7859.22,Summer,False,1.6945,good product good product,True
ORD274327,ID0055118298,2019-09-10,Thompson,"[('iAssist Line', 2), ('Universe Note', 1)]",7900,74.32,-37.7922131,144.9600395,10,7184.32,Spring,False,2.5473,one star wrong item,False
ORD269645,ID1283617958,2019-04-25,Thompson,"[('iStream', 1), ('Alcon 10', 2), ('Candle Inferno', 2), ('Universe Note', 1)]",22360,81.67,-37.798985,144.95408480000003,0,22441.67,Autumn,True,1.6439,awesome this is awesome,True
ORD092152,ID6167344521,2019-04-04,Nickolson,"[('iStream', 1), ('Universe Note', 2), ('Alcon 10', 1)]",16000,48.9,-37.8126977,144.96821630000005,25,12048.9,Autumn,False,0.6669,one star there is a problem with the phone. i can't update the phone.,False
ORD437438,ID0307587086,2019-01-09,Nickolson,"[('Olivia x460', 2), ('Thunder line', 2)]",6810,94.02,-37.81491010000001,144.958935,5,6563.52,Summer,True,1.0197,"i bought this for my son for christmas. he loves it. he can use it to access the web. this item is great for kids, it is education. you canaccess over 13,000 books on digico. it has helped my son with his reading.",True
ORD017460,ID0287630696,2019-06-23,Thompson,"[('Universe Note', 2), ('Candle Inferno', 2)]",7760,77.71,-37.8031615,144.9464644,10,7061.71,Winter,True,1.0601,fantastic! the product came as described and delivery was quick!!! the seller was very helpful in communicating with me via email as i was a bit nervous buying a phone online. i've had it now for a month now and everything works great.,True
ORD205013,ID3199521097,2019-08-19,Nickolson,"[('pearTV', 2), ('Universe Note', 2), ('Candle Inferno', 1), ('iAssist Line', 2)]",24400,73.99,-37.8187758,144.9700762,0,24473.99,Winter,True,0.0504,love it best phone ever made,True
ORD071814,ID0049492973,2019-06-15,Nickolson,"[('Alcon 10', 1), ('iStream', 2), ('Universe Note', 1)]",12700,74.58,-37.8203435,144.9740351,15,10869.58,Winter,True,0.4397,works great! i sure wish they made this for metropcs ... top rated phone! works great! i sure wish they made this for metropcs users! it really is an amazing phone!,True
ORD045851,ID6167440969,2019-10-04,Nickolson,"[('pearTV', 1), ('Thunder line', 2)]",10670,152.19,-37.8152788,144.9636282,0,10771.46,Spring,True,0.6384,"i love it,she is very helpful. i use her for remembering things and sleep. you can ask her just about anything. i have only had her for about a week so still learning her.",True
ORD079472,ID6167265879,2019-11-16,Nickolson,"[('pearTV', 2), ('Toshika 750', 2), ('Candle Inferno', 1), ('Thunder line', 2)]",26050,74.87,-37.8134705,144.9657344,0,26124.87,Spring,False,0.6619,great replaced another google pixel 2xl i had and it's basically the same. it's basically new and came with all accessories,True
ORD233241,ID0571459351,2019-06-24,Thompson,"[('Lucent 330S', 1), ('Toshika 750', 1), ('iStream', 1)]",5700,63.12,-37.810778000000006,144.9391446,5,5478.12,Winter,True,0.7281,don't care much for it you have to purchase any apps that r used on daily basis,False
ORD389013,ID0283334276,2019-12-04,Thompson,"[('Toshika 750', 2), ('Universe Note', 2), ('Candle Inferno', 2), ('Alcon 10', 1)]",25350,99.25,-37.8007309,144.9530295,10,22914.25,Summer,True,1.429,i started out with an original candle and wanted one with backlight and the price was too good to pass up!,True
ORD373353,ID0560997188,2019-08-17,Thompson,"[('Olivia x460', 1), ('Alcon 10', 2), ('iAssist Line', 1)]",21350,64.46,-37.8117547,144.9361055,15,18211.96,Winter,False,0.9696,"muy buen cel cel calidad , precio super.",True
ORD068190,ID1463620356,2019-01-14,Bakers,"[('Thunder line', 1), ('Candle Inferno', 1)]",2610,76.94,-37.8167041,145.007284,15,2295.44,Summer,False,1.2965,"pure android that is enough. this a great unlocked phone, pure android pure google, nothing else.do not need more.",True
