order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD048863,ID0634784174,2019-12-26,thompson,"[('Lucent 330S', 2), ('Olivia x460', 2), ('iStream', 1), ('Toshika 750', 1)]",9380,92.61,-37.8161613,144.9390294,5,9003.61,Summer,True,0.8066,"i own two nook tablets, another candle and a olivia and this is the best one yet. excellent battery life. lets me check emails the web and with candle. books can be switched from reads to listens. also works better than the nook with audiobooks.",True
ORD457352,ID0248746930,2019-03-21,Bakers,"[('Thunder line', 2), ('Toshika 750', 2)]",24800,67.94,-37.823651700000006,144.996533,5,12417.94,Autumn,False,1.5244,nice phone just as described with fast shipping.,True
ORD419185,ID2096325801,2019-04-20,Thompson,"[('Lucent 330S', 1), ('iStream', 1), ('iAssist Line', 1), ('Toshika 750', 2)]",12245,81.08,-37.8008011,144.953491,25,9264.83,Autumn,False,1.4372,good phone great phone. i love its features and is great,True
ORD060869,ID2975216742,2019-05-10,Thompson,"[('Thunder line', 1), ('Candle Inferno', 1), ('iStream', 2)]",2910,69.31,-37.7994034,144.95948149999995,10,2688.31,Autumn,True,1.8368,rip off phone was not what it was suppose to be,True
ORD032671,ID2698607289,2019-01-04,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Thunder line', 1)]",13045,96.07,-37.8231602,144.9786167,0,13141.07,Summer,True,0.9454,quick and powerful best cellphone i have used so far,True
ORD493036,ID0711334125,2019-04-07,Thompson,"[('Lucent 330S', 2), ('Universe Note', 1), ('iStream', 1), ('Alcon 10', 2)]",23960,79.52,-37.8061196,144.9561539,5,22841.52,Autumn,True,1.0819,"perfect for a first time kid phone perfect for a first time kid phone. no camera, no internet, but they are able to phone and text so we are able to keep in touch. exactly what i wanted for the preteens.",True
ORD011210,ID1479905360,2019-06-22,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 1)]",3680,53.88,-37.8208442,144.9562398,0,3733.88,Winter,False,1.197,i know product was refurbished but it should have biggs ... i know product was refurbished but it should have biggs fixed. keeps turning itself off. what if i has an emergency?,False
ORD122457,ID0332796790,2019-08-08,Bakers,"[('iStream', 1), ('Candle Inferno', 1)]",580,59.19,-37.8085633,145.00016730000004,10,581.19,Autumn,True,0.4624,... it to bender and have not got a response pleased do not buy from this bender this phone work just passed 30 days and just stop working sent a request to return it to bender and have not got a response pleased do not buy from this bender.,False
ORD493867,ID5574823719,2019-05-07,Thompson,"[('pearTV', 1), ('Alcon 10', 2), ('iStream', 1)]",24360,51.79,-37.8190919,144.9562732,5,23193.79,Autumn,False,1.0797,misleading title - phone not unlocked not unlocked. no phone number to contact the seller. had to return and order something else.,False
ORD080811,ID0373008467,2019-08-03,Bakers,"[('Alcon 10', 2), ('Candle Inferno', 2)]",18760,53.29,144.9813434,-37.8020031,10,16937.29,Winter,False,1.5112,phone ok post not good it turns reboots all the time and some times ... phone ok post not good it turns reboots all the time and some times doesnt recognize my sim card...,False
ORD303657,ID0030220690,2019-12-26,Bakers,"[('Toshika 750', 2), ('Thunder line', 1), ('Candle Inferno', 1), ('Alcon 10', 1)]",20200,102.79,144.9888876,-37.8246023,0,20302.79,Summer,True,1.719,thank you! great phone and quality with a low price!,True
ORD167139,ID0370750526,2019-10-01,Bakers,"[('Thunder line', 2), ('Universe Note', 1), ('Toshika 750', 1), ('Candle Inferno', 1)]",12560,102.21,-37.8132769,144.9882693,10,4507.59,Spring,True,0.713,three stars i do like everything but have not start using the phone yet,True
ORD154921,ID0600744906,2019-01-11,Nickolson,"[('Thunder line', 2), ('Universe Note', 2), ('Alcon 10', 2), ('Toshika 750', 2)]",37800,92.78,-37.8116636,144.9652288,25,28442.78,Summer,True,0.8601,"great phone. like new! i bought this as a gift for my daughter and she loves it. the phone works fine and was able to be hooked up with her carrier, sprint.",True
ORD275122,ID0033675617,2019-03-23,Thompson,"[('Alcon 10', 2), ('Toshika 750', 1)]",22220,65.23,-37.8092742,144.9575938,25,16730.23,Autumn,False,1.0,everything is great is great,True
ORD048688,ID0746912621,2019-08-13,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 1), ('Universe Note', 2)]",20170,80.81,-37.8252508,144.9846997,0,20250.81,Winter,True,1.5242,"great as a device to read books. i like that it links with my borrowed library e-books. switched from another popular tablet brand and i am happy with the choice i made. it took some time to get books from my previous non-candle reader, but finally figured out a way!",True
ORD365727,ID3793626741,2019-09-06,Nickolson,"[('pearTV', 1), ('Toshika 750', 1)]",10630,77.75,-37.82292879999999,144.9763588,15,9113.25,Spring,False,0.7688,"love it, great value love it, just as described",False
ORD157152,ID4740821306,2019-01-15,Thompson,"[('Toshika 750', 1), ('Thunder line', 1), ('Universe Note', 2)]",13400,75.0,-37.8034219,144.94998130000005,10,12135.0,Summer,False,1.0612,five stars great seller. 100% recomended.,True
ORD216719,ID0703556753,2019-06-05,Thompson,"[('Olivia x460', 2), ('iStream', 2), ('Thunder line', 1), ('Candle Inferno', 1)]",8380,52.42,-37.8069395,144.95787880000003,10,7594.42,Winter,False,1.1451,very disappointed this phone is network locked!!!how am i supposed to use it??you said it is unlocked.,False
ORD059675,ID3148722374,2019-10-21,thompson,"[('Universe Note', 2), ('pearTV', 1)]",13210,63.34,-37.8208677,144.9571674,15,11291.84,Spring,False,1.1179,dont buy this phone!!!! worst phone ever!!!! always freezes have to take battery out at least 2 times a day . won't let me answer phone calls when on internet.,False
ORD483834,ID0664378470,2019-12-16,Nickolson,"[('pearTV', 2), ('Thunder line', 2)]",16980,66.99,-37.8202216,144.9668039,0,17046.99,Summer,False,0.3019,fun to play with,True
ORD417287,ID0579399652,2019-06-20,Nickolson,"[('iAssist Line', 2), ('iStream', 2), ('Toshika 750', 2)]",13390,47.7,-37.8185196,144.9752084,15,11429.2,Winter,False,0.4976,"one star it is a scam!! i received two empty boxs with no phones inside, just accessories only.",False
ORD103241,ID1492175313,2019-02-22,Thompson,"[('Universe Note', 1), ('Thunder line', 2), ('Olivia x460', 2), ('Candle Inferno', 1)]",10690,88.33,-37.8026534,144.96349080000005,0,10778.33,Summer,True,1.8248,dead phone this phone completely locked up and died after only 2 months.,False
ORD028562,ID4735836414,2019-09-13,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 2), ('pearTV', 2), ('iStream', 2)]",15800,62.82,-37.8032403,144.9498275,5,14023.07,Spring,False,1.0777,"beat up and broken phone was broken,and beat up bad.",False
ORD107326,ID0702451422,2019-01-08,Thompson,"[('Thunder line', 2), ('iAssist Line', 2), ('Universe Note', 1)]",12260,94.92,144.94772969999997,-37.8049066,0,12354.92,Summer,True,0.8665,four stars i like,True
ORD030156,ID0528648054,2019-09-07,Thompson,"[('iStream', 1), ('Toshika 750', 1), ('Universe Note', 1), ('iAssist Line', 1)]",10145,88.98,-37.8206199,144.9487372,0,10233.98,Spring,True,0.8967,phone heats up soon after unboxing the product i have putthe charging on and i waited untill the battery is 100% charged. now i started usingthe phone without the sim card. after usingitfor 15 to 20 mins sides of the phone started heating up.the sides of the phone literally became hot.not worth it for the amount i have put in.,False
ORD388260,ID4405280990,2019-03-07,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Toshika 750', 1)]",7900,81.53,-37.8242586,144.9556177,10,6359.03,Autumn,True,1.3779,i am extremely happy with my purchase. the candle is very fast and the screen is clear.,True
ORD345385,ID0245807247,2019-03-11,Thompson,"[('Toshika 750', 2), ('iAssist Line', 1), ('iStream', 1), ('Thunder line', 1)]",13195,70.69,-37.7994363,144.95915549999995,0,13265.69,Autumn,False,1.8169,five stars rugged phone with overall excellent quality,False
ORD317762,ID1287222120,2019-04-11,Nickolson,"[('Thunder line', 2), ('Universe Note', 2), ('iStream', 1)]",11410,83.3,-37.797697,144.9675261,15,9781.8,Autumn,True,2.3331,great for kids simple and easy,True
ORD075754,ID0395263157,2019-09-19,Bakers,"[('Toshika 750', 2), ('Alcon 10', 2)]",8985,111.16,-37.7994886,144.9777918,15,22670.16,Spring,True,1.929,"highly recommended. fantastic phone, very happy with the product, the shipment, etc. the camera is second to none.",True
ORD439085,ID0417273054,2019-05-23,Bakers,"[('Olivia x460', 1), ('Alcon 10', 2), ('Thunder line', 2)]",23485,78.89,-37.80926229999999,144.9838244,5,22389.64,Autumn,True,1.0066,i like the ease of use and good support from digico. a reasonable price for a versatile tablet.,False
ORD043413,ID0579478046,2019-03-01,Thompson,"[('Thunder line', 2), ('Alcon 10', 2), ('iAssist Line', 2), ('Olivia x460', 1)]",27935,80.18,-37.8206586,144.9539071,0,28015.18,Autumn,True,1.0732,"great phone and bargain great phone, fully unlocked. it came sooner than expected and in great condition. only thing that wasn't great was no dash charger. but besides that, it works good and handles like a champ !",True
ORD389737,ID0634784118,2019-07-23,Thompson,"[('Lucent 330S', 1), ('Universe Note', 2), ('iAssist Line', 2), ('Olivia x460', 1)]",13805,76.6,-37.8137504,144.9376603,15,11810.85,Winter,False,0.8361,simple and objective this tablet is an excellent choice for adults and children.,True
ORD333710,ID2020813895,04-05-2019,Nickolson,"[('Thunder line', 2), ('Alcon 10', 1), ('iAssist Line', 1), ('iStream', 2)]",15835,65.62,-37.81267929999999,144.9595761,10,14317.12,Autumn,True,1.0969,you sell me one phone bad (sm-g955u) the sell one phone very bad. it's can't turn on.,False
ORD365778,ID3219564156,2019-03-07,Thompson,"[('pearTV', 2), ('Toshika 750', 2), ('Alcon 10', 2)]",39160,64.3,-37.8076056,144.94916980000005,5,12579.63,Autumn,False,0.5936,great phone put a screen protector on before you use and you're good to go as the screen can't shatter but it scratches easier. excellent phone!,True
ORD285092,ID0368094246,2019-02-27,Bakers,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Thunder line', 1)]",4835,85.47,-37.7993383,144.9743813,5,4678.72,Summer,False,2.1842,great camera but not so good for signal great camera but the internet doesn’t work well and it’s not a problem with the carrier,True
ORD193198,ID0846591612,2019-09-02,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 2)]",9865,83.25,-37.822118,144.9693669,0,9948.25,Spring,True,0.3925,horrible it’s said unlocked yet i couldn’t activate it with any carrier,False
ORD082096,ID6167289291,2019-11-20,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 2), ('Lucent 330S', 1), ('iStream', 1)]",12780,79.18,-37.8094963,144.9637269,10,11581.18,Spring,True,1.135,best build quality great phone for the price,True
ORD263265,ID5427967032,2019-09-07,Thompson,"[('iStream', 1), ('Alcon 10', 2), ('iAssist Line', 1), ('Candle Inferno', 2)]",21135,93.3,-37.8007415,144.95861010000004,5,20171.55,Spring,True,1.6717,"no está mi pedido he comprado este móvil el día 5 de julio, me han descontado el dinero y ni siquiera figura en mis pedidos.",False
ORD159578,ID0767730377,2019-11-01,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Olivia x460', 1), ('Thunder line', 1)]",13275,75.71,-37.8058079,144.94606169999997,15,11359.46,Winter,False,0.7693,so into the size great phone,True
ORD384531,ID0253027677,2019-04-06,Thompson,"[('Candle Inferno', 1), ('iAssist Line', 2), ('Olivia x460', 2)]",7330,63.9,-37.8150464,144.9418553,5,7027.4,Autumn,False,0.5292,the speaker is of surprising quality. happy with the purchase.,True
ORD485494,ID0282852660,2019-03-30,Bakers,"[('Thunder line', 2), ('Toshika 750', 2), ('pearTV', 2)]",25620,82.95,145.0095675,-37.7968922,5,24421.95,Autumn,True,1.9281,have been pleased with my purchase of the inferno hd8 as it's video quality is great when viewing espn3/istream/youtube tutorials.the ability to easily load and read my saved textbooks within the digico candle app is fantastic for a fraction of the price for an ipad. : ),True
ORD389385,ID2347267466,2019-07-30,Bakers,"[('iStream', 1), ('Thunder line', 1), ('iAssist Line', 2)]",6780,66.06,-37.801241,144.9967929,0,6846.06,Winter,False,1.5515,"i was contemplating to buy either the insignia 10.1 or the inferno hd8, i'm so glad i chose the latter. it is so fast and sufficient for my needs. i also downloaded google play on the tablet even making this a better purchase. for $59, you can't go wrong with this purchase.",True
ORD112692,ID0580026120,2019-15-02,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1)]",8130,78.4,-37.8002524,144.9434681,15,6988.9,Summer,False,1.4185,five stars good buy,True
ORD162451,ID4716795504,2019-06-18,nickolson,"[('Alcon 10', 2), ('iAssist Line', 2)]",22350,60.91,-37.81742670000001,144.9526395,15,19058.41,Winter,True,0.7211,"worst phone ever worst phone ever!!! i purchased 2 and both broke moments out of the box, back cover & jack cover. screen problems to non functioning phone with in a month. i had one of them worked on and it was found to be full of cheep after market parts.",False
ORD409620,ID0560984594,2019-09-22,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 2)]",5180,74.17,-37.817873,144.9486698,0,9796.32,Spring,False,0.5957,"five stars absolutely love this phone! runs well, no complaints at all!",True
ORD236772,ID0702373554,2019-01-06,Thompson,"[('pearTV', 1), ('Thunder line', 2), ('iStream', 2)]",10970,73.49,-37.8066244,144.9416945,5,10494.99,Summer,False,0.8227,good quality of picture like pear recommend this phone for every body,True
ORD078247,ID1449266727,2019-08-17,Bakers,"[('Candle Inferno', 1), ('iStream', 1), ('iAssist Line', 2), ('Universe Note', 2)]",11930,78.97,-37.8161745,144.9838446,0,12008.97,Winter,True,1.2149,great ipad this ipad appears almost as new. it updated the os as soon as i linked it to my account. all functions seem to be working fine. only up to day 5 with it so time will tell. as of now i couldn’t be happier with this purchase. thank you,True
ORD484701,ID0576863557,2019-03-10,Nickolson,"[('pearTV', 1), ('iStream', 1), ('Lucent 330S', 1)]",7690,82.96,-37.823794,144.986898,5,7388.46,Autumn,True,1.6315,great tablet and price. ordering online easy. not happy took so long to receive though.,True
ORD318739,ID0709951244,2019-01-10,Thompson,"[('Olivia x460', 1), ('pearTV', 1), ('Candle Inferno', 2)]",8395,75.64,144.9349737,-37.8127606,0,8470.64,Summer,False,1.0637,very happy with the purchase great phone. no issues at all,True
ORD274264,ID0581763008,2019-03-20,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Olivia x460', 1)]",11095,69.95,-37.8045689,144.9312528,10,10055.45,Autumn,True,1.6579,a perfect product! a perfect smartphone! i love it.,True
ORD234486,ID2353534938,2019-04-15,Thompson,"[('Alcon 10', 2), ('Universe Note', 1)]",21350,56.52,-37.7999398,144.96319580000005,25,16069.02,Autumn,False,2.0052,i'm returning it because a new version is coming i,False
ORD380431,ID0207085730,2019-07-02,Bakers,"[('iAssist Line', 2), ('Universe Note', 1)]",7900,69.3,-37.8139422,145.015182,0,7969.3,Winter,False,1.8086,great buy beautiful and sturdy.,True
ORD206722,ID0634784747,2019-05-28,Thompson,"[('pearTV', 1), ('Universe Note', 1), ('Lucent 330S', 2)]",12220,50.25,-37.81465120000001,144.93828090000005,25,9215.25,Autumn,False,0.8036,phone will not read a sim card. this phone does not work... the sim card reader is not functional.,False
ORD039602,ID0575434451,2019-09-01,Nickolson,"[('Thunder line', 2), ('iAssist Line', 2), ('Toshika 750', 1)]",13130,106.13,-37.8196865,144.9852639,5,12579.63,Spring,False,1.387,"good product fits well. the case curves slightly over the edges on the screen which makes it a little difficult to add gorilla glass, but it still is manageable.",True
ORD367580,ID0250774459,2019-08-07,Bakers,"[('Candle Inferno', 2), ('pearTV', 2), ('Toshika 750', 1)]",17800,82.77,-37.8165214,145.01245219999996,15,15212.77,Winter,True,1.6796,good buy good buy. no problems so far. the pin was best beat up but it still works.,True
ORD401554,ID4735688198,2019-07-13,Thompson,"[('pearTV', 2), ('Universe Note', 2), ('Lucent 330S', 1)]",20750,66.03,-37.8034971,144.9490475,10,22429.9,Winter,False,1.0362,quality of my phone is like new. i love my phone it works great. thanks for having quality products.,True
ORD290957,ID0711359372,2019-01-22,Thompson,"[('Thunder line', 2), ('Lucent 330S', 2), ('Alcon 10', 1), ('iStream', 2)]",16070,95.93,-37.8070805,144.95971619999997,5,15362.43,Summer,True,1.2747,we already own candles so we know they are great ! my son is going to live this!,True
ORD170789,ID4996764092,2019-08-19,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 2), ('Candle Inferno', 1)]",7340,73.06,-37.8121141,144.95102680000005,10,6679.06,Winter,True,0.3536,easy to learn it was easy for him to learn how to work this phonr6,True
ORD109180,ID0384005174,2019-04-12,Bakers,"[('Universe Note', 1), ('Alcon 10', 2), ('pearTV', 1)]",27660,68.93,-37.7990932,144.97874840000003,10,24962.93,Autumn,False,1.8907,"phone is great. wonderful condition phone is great. wonderful condition, but the charger they sent with the phone won't barely charge the phone. shipping was right on point.",True
ORD025379,ID0578058144,2019-09-18,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 1)]",4680,105.99,-37.8246475,144.945698,25,3615.99,Spring,True,1.3384,the phone it self i love this phone it's everything i ever wanted in a phone,True
ORD361121,ID6167191712,2019-03-23,Thompson,"[('Olivia x460', 1), ('iStream', 1), ('Alcon 10', 2), ('iAssist Line', 2)]",23725,80.95,-37.8188407,144.9553643,0,23805.95,Autumn,True,1.5802,"so easy, i just charged it and put in my old sim card and it worked i didn’t have to do anything ! excellent value for price! i think refurbished items are fantastic and i would never pay full price . this is a great deal!",True
ORD279539,ID0847529551,2019-10-27,Nickolson,"[('Lucent 330S', 1), ('iAssist Line', 1), ('Candle Inferno', 2)]",4315,99.36,-37.8236376,144.9673758,15,3767.11,Spring,True,0.593,"!!! me encanta el artículo, está perfecto , impecable como nuevo, lo único es que la batería dura poco... pensé que duraría más... pero por lo demás ... maravilloso",True
ORD060011,ID3390561251,2019-09-16,Thompson,"[('Thunder line', 2), ('Candle Inferno', 1), ('iAssist Line', 2)]",9240,93.54,-37.8004791,145.01000259999995,15,7947.54,Spring,True,1.6763,"arrived broken the home button was all scratched and didn't have the gloss on it, so the fingerprint scanner didn't work. the home button also crackled when i pushed it and there was a bad burn in of the keyboard on the screen.",False
ORD358643,ID0301539193,2019-07-24,Nickolson,"[('pearTV', 1), ('Thunder line', 1), ('Candle Inferno', 1)]",8920,67.05,-37.8211426,144.95771059999996,5,8541.05,Winter,False,1.512,good bargin! great phone ! brand new in box!,True
ORD478056,ID6167279392,2019-04-11,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 1)]",8270,66.13,-37.8115567,144.9568154,10,10335.13,Autumn,True,0.8661,"no sim card with phone. do not buy. there is no sim card with the phone, how are you supposed to activate the phone?",False
ORD271842,ID2442297430,2019-06-21,nickolson,"[('Candle Inferno', 2), ('Alcon 10', 1)]",9810,65.02,-37.81774650000001,144.95182649999995,25,7422.52,Winter,False,0.7028,very nice phone christmas present for my son. he really likes it. he wanted a newer model but is very happy with this one.,True
ORD460784,ID1964021893,2019-12-09,Nickolson,"[('Lucent 330S', 1), ('Alcon 10', 2), ('Toshika 750', 1), ('Candle Inferno', 2)]",24310,86.88,-37.81759520000001,144.9667285,25,18319.38,Summer,True,0.272,great phone i made a good choice 🤗,True
ORD448309,ID3191033047,2019-03-30,Nickolson,"[('Lucent 330S', 2), ('iStream', 2), ('pearTV', 2)]",15380,65.26,-37.8110592,144.96933049999996,10,13907.26,Autumn,False,0.8391,love it! love it. not to small or big. looks cool! functions great! the 64 gb allows me to put a ton of songs on it.,True
ORD409009,ID0846591178,2019-01-26,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 2), ('Universe Note', 1), ('pearTV', 1)]",15540,89.4,-37.822004,144.96958700000005,25,11744.4,Summer,True,0.3795,"the phone deserves the money the phone is pretty good, almost like a new one, and the service is satisfying.",True
ORD448916,ID0702465424,2019-05-07,Thompson,"[('Thunder line', 2), ('iStream', 2), ('Lucent 330S', 2), ('iAssist Line', 2)]",11570,80.88,-37.8051025,144.94922219999995,0,11650.88,Autumn,True,0.8638,"olivia makes a great product they may have some recent problems but overall, i think they make a great product.",True
ORD263918,ID1479905324,2019-02-02,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Universe Note', 2), ('Toshika 750', 2)]",17195,77.17,-37.8207129,144.9568024,15,14692.92,Summer,True,1.1456,"not bad quality phone works and looks great, stylus looked like dog ate it. no other issues noted. happy overall with product and transaction.",True
ORD090878,ID0589428320,2019-08-26,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 2)]",2880,77.57,-37.8096607,144.9725833,15,2525.57,Winter,False,1.0297,great phone great phone from olivia,True
ORD066648,ID0544367430,2019-10-13,Bakers,"[('pearTV', 2), ('iStream', 1), ('iAssist Line', 2), ('Universe Note', 2)]",24120,106.54,-37.8023772,145.00951980000005,5,23020.54,Spring,True,1.516,five stars nice phone!,True
ORD436856,ID0576835814,2019-09-19,Nickolson,"[('Lucent 330S', 2), ('Toshika 750', 1), ('Universe Note', 1), ('Candle Inferno', 2)]",10530,104.57,-37.8163099,144.98212769999995,15,9055.07,Spring,True,1.1348,i bought this for christmas for my husbandand now i 've had it for months. i am still happy with this purchase. it has a nice screen and is easy to see what you are viewing. i will be buying another one for myself soon.,True
ORD084865,ID0575554319,2019-09-15,Nickolson,"[('Toshika 750', 1), ('Thunder line', 2), ('Alcon 10', 2)]",26580,105.78,-37.8261097,144.98479719999997,5,25356.78,Spring,True,1.5802,as promised as promised,True
ORD404747,ID4884440872,2019-04-01,Thompson,"[('pearTV', 1), ('Alcon 10', 1), ('Candle Inferno', 1)]",15690,69.73,-37.8002592,144.9354195,5,11807.56,Autumn,True,1.7203,"hard for people to understand me liked the fact the the text was easy to read, but when speaking with others on the phone was told it was very difficult to understand me. they describe it as an thunder type sound and i’m not sure if that can be corrected",False
ORD067525,ID0176718238,2019-12-19,Nickolson,"[('Lucent 330S', 1), ('pearTV', 1), ('Toshika 750', 2), ('Candle Inferno', 1)]",16610,55.57,-37.8139601,144.9663061,0,16665.57,Summer,False,0.5896,one star have not purchased it but looks fake from the pictures,False
ORD296904,ID0560989599,2019-01-10,Bakers,"[('Candle Inferno', 2), ('Alcon 10', 2), ('Thunder line', 2)]",23120,95.48,-37.8209928,144.94744369999995,15,19747.48,Summer,True,0.9267,great phone excellent phone. no problems so far. i love it,True
